name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
E.Reed,00-0021377,no,BAL,,43,5,21,1,192,1,3,4,7,43,,,,,,,,,,,,,,,,,,,,,,,,,,,59,66,0,14,0,,,,,,,,,,,,,,
D.Foxworth,00-0023532,no,BAL,,5,0,4,0,49,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Pryce,00-0013282,no,BAL,,13,1,0,7.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ayanbadejo,00-0000551,no,BAL,,20,1,1,3.5,55,0,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Ngata,00-0024227,no,BAL,DT,114,5,2,21.0,188,0,0,0,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Landry,00-0024360,no,BAL,,166,3,8,4.0,422,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Suggs,00-0022161,no,BAL,OLB,114,10,2,53.5,247,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lewis,00-0009889,no,BAL,,112,7,3,8,312,0,0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Washington,00-0023458,no,BAL,,4,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0022139,no,BAL,,99,7,2,16.5,204,0,0,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McClain,00-0026407,no,BAL,MLB,151,2,1,4.5,263,0,0,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Gregg,00-0006398,no,BAL,,48,0,0,4,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gooden,00-0026211,no,BAL,,13,0,0,0,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Croyle,00-0024300,no,KC,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,59,31,1,2,0,0,268,,,,,,,,,,,,,,,,,,,,,,,,
J.Battle,00-0025701,no,KC,,1,0,0,0,1,,,,,,,,,,,,,,,69,69,0,4,0,,,,,,,,,,,,,,,,,,186,4,36,1,0,0,246,312,494,9,8,0,0,1130
T.Thigpen,00-0025604,no,KC,,,,,,,0,1,1,1,-9,,,,,,,,,,,,,,,83,43,5,3,0,0,573,,,,,,,,,,,,,,,,,,17,54,0,0,0,0,83
L.Johnson,00-0021976,no,KC,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,15,0,0,0,80,184,176,0,0,0,0,566
J.Charles,00-0026213,no,KC,RB,0,0,0,0,1,15,8,23,8,0,,,,,,,,,,271,432,,37,1,,,,,,,,,,,,,,,,,,1083,193,246,19,1,1,2042,1217,2040,639,39,0,0,6692
B.Engram,00-0004915,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,5,0,0,0,61,,,,,,,
S.Ryan,00-0022817,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,14,2,0,0,135,,,,,,,
M.Bradley,00-0023474,no,KC,,,,,,,,,,,,,,,,,,,,,17,24,,7,0,1,1,0,0,0,0,26,,,,,,,,,,,212,,24,2,0,0,320,2,20,,0,0,0,20
D.Bowe,00-0025410,no,KC,WR,,,,,,1,4,6,4,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,1964,572,376,32,3,0,5133,2,16,0,0,0,0,16
M.Leggett,00-0026089,no,KC,,0,0,0,0,14,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,5,0,,,,,,,,,,,,,,
B.Albert,00-0026155,no,KC,T,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Succop,00-0026968,no,KC,K,,,,,,,,,,,164,138,2801,414,193,0,193,0,193,,,,,,,,,,,,,22,0,62,2,62,,,,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,1,1,0,0,0,0,6,3976,218,5551,525,23922,,,,,,,,,,,,,2,-3,0,0,0,0,-3
Q.Lawrence,00-0027122,no,KC,,,,,,,,,,,,,,,,,,,,,95,116,,16,0,,,,,,,,,,,,,,,,,,9,,1,0,0,0,9,2,42,,0,0,0,42
A.Studebaker,00-0026343,no,KC,,23,3,2,3.0,40,0,0,0,3,-1,,,,,,,,,,8,8,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Page,00-0024442,no,KC,,12,1,2,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Colclough,00-0022713,no,KC,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Tyler,00-0025469,no,KC,,4,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Magee,00-0027042,no,KC,,4,1,0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Williams,00-0022707,no,KC,,37,1,2,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Vrabel,00-0016960,no,KC,,27,3,0,2,74,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,0,0,3,,,,,,,
B.Carr,00-0026280,no,KC,CB,47,1,12,1,299,0,3,0,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Mays,00-0024018,no,KC,,19,0,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brown,00-0019699,no,KC,,24,0,3,2,75,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,76,20,1,62.0,263,0,0,0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Dorsey,00-0026145,no,KC,NT,76,0,0,5.0,156,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Gilberry,00-0026105,no,KC,DE,54,6,0,29.0,98,0,0,0,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,89,9,8,12.0,441,0,0,0,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Delhomme,00-0004161,no,CAR,,,,,,,5,3,10,3,-8,,,,,,,,,,,,,,,498,289,25,11,1,1,3098,,,,,,,,,,,,,,,,,,25,65,0,0,0,0,58
J.McCown,00-0021206,no,CAR,QB,,,,,,6,9,16,9,-3,,,,,,,,,,,,,,,620,374,19,26,1,1,4500,,,,,,,,,,,,,,,,,,53,164,28,4,1,1,287
M.Moore,00-0025708,no,CAR,QB,1,0,0,0,0,8,5,21,5,-33,,,,,,,,,,,,,,,658,390,23,30,2,0,4625,,,,,,,,,,,,,,,,,,56,71,7,2,0,0,89
J.Stewart,00-0026153,no,CAR,RB,,,,,,7,3,13,3,0,,,,,,,,,,8,17,,2,0,,,,,,,,,,,,,,,,,,692,92,126,5,0,0,1062,876,1341,110,20,0,0,4048
M.Goodson,00-0027080,no,CAR,,0,0,0,0,1,4,2,6,2,-13,,,,,,,,,,672,887,0,89,0,,,,,,,,,,,,,,,,,,341,64,61,1,0,0,543,167,379,45,3,0,0,783
S.Smith,00-0020337,no,CAR,WR,,,,,,6,2,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,31,62,0,8,0,2530,585,408,30,2,2,5927,15,112,0,0,0,0,114
D.Williams,00-0024242,no,CAR,RB,,,,,,9,1,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,170,101,3,0,0,1017,915,1467,435,23,1,1,4230
J.King,00-0024369,no,CAR,,,,,,,0,3,1,3,0,,,,,,,,,,48,48,0,4,0,,,,,,,,,,,,,,,,,,513,89,88,8,1,0,721,,,,,,,
M.Muhammad,00-0011795,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,53,1,0,0,581,,,,,,,
D.Lewis,00-0020491,no,CAR,,16,0,0,1.5,42,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kasay,00-0009028,no,CAR,,,,,,,,,,,,88,75,1431,225,111,1,111,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Baker,00-0019921,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,63,2414,237,10268,,,,,,,,,,,,,1,0,0,0,0,0,0
C.Munnerlyn,00-0026944,no,CAR,CB,70,4,9,5,260,2,2,5,6,0,,,,,,,,,,111,119,0,5,0,,,,,,,,,,,,,348,516,0,75,0,,,,,,,,,,,,,,
C.Godfrey,00-0026207,no,CAR,FS,72,6,10,2,230,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Leonard,00-0024745,no,CAR,,1,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Teal,00-0024663,no,CAR,,2,0,0,0,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Johnson,00-0025470,no,CAR,DE,57,14,0,56.0,185,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Diggs,00-0019467,no,CAR,,20,2,0,0,91,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Beason,00-0025412,no,CAR,MLB,109,3,6,4,298,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brayton,00-0022047,no,CAR,,24,3,0,7.5,68,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Davis,00-0023448,no,CAR,OLB,123,4,6,9.5,281,0,0,0,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gamble,00-0022914,no,CAR,,25,0,7,0,127,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,,,,,,
R.Marshall,00-0024273,no,CAR,,48,1,11,3,287,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Peppers,00-0021140,no,CAR,OLB,58,19,7,58.0,206,0,0,0,11,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McNabb,00-0011022,no,PHI,,,,,,,4,11,22,11,-39,,,,,,,,,,,,,,,1071,636,27,40,4,2,7956,,,,,,,,,,,1,,1,0,0,0,1,79,288,4,3,0,0,351
K.Kolb,00-0025423,no,PHI,,,,,,,9,1,18,1,-8,,,,,,,,,,,,,,,721,432,21,28,2,0,5062,,,,,,,,,,,,,,,,,,53,156,5,2,0,0,242
D.Jackson,00-0026189,no,PHI,WR,,,,,,3,3,10,3,0,,,,,,,,,,17,17,0,3,0,,,,,,,,,,,,,449,717,65,81,3,3081,1163,351,36,1,0,6385,44,230,31,2,0,0,284
L.Weaver,00-0023063,no,PHI,,,,,,,,,,,,,,,,,,,,,33,33,,2,0,,,,,,,,,,,,,,,,,,119,,15,2,0,0,140,71,130,0,2,0,0,323
B.Westbrook,00-0021216,no,PHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,223,62,41,2,0,0,331,138,189,17,5,0,0,614
L.McCoy,00-0027029,no,PHI,RB,,,,,,10,4,14,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,78,305,10,2,1,2329,1480,1903,496,44,0,0,6833
B.Celek,00-0025549,no,PHI,TE,,,,,,3,0,3,0,0,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,1790,250,302,25,0,0,3825,,,,,,,
H.Baskett,00-0024013,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,6,0,0,0,52,,,,,,,
K.Curtis,00-0022001,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,7,0,0,0,83,1,6,0,0,0,0,6
J.Avant,00-0024324,no,PHI,WR,,,,,,4,1,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533,56,269,8,3,1,3287,1,1,0,0,0,0,1
V.Abiamiri,00-0025444,no,PHI,,2,1,0,1.5,13,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Gaither,00-0024382,no,PHI,,24,0,0,2.5,80,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Akers,00-0000108,no,PHI,,,,,,,,,,,,183,156,2904,468,210,2,210,0,210,,,,,,1,1,0,1,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,
S.Rocca,00-0024515,no,PHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,2979,129,4233,367,15745,,,,,,,,,,,,,,,,,,,
E.Hobbs,00-0023519,no,PHI,,7,0,1,0,20,1,0,2,0,0,,,,,,,,,,300,404,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Mikell,00-0021512,no,PHI,,83,12,7,8,334,0,0,0,7,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jordan,00-0025719,no,PHI,,38,2,2,1,155,,,,,,,,,,,,,,,6,6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Laws,00-0026187,no,PHI,,11,1,1,4,34,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Howard,00-0019605,no,PHI,,2,2,0,6.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gocong,00-0024286,no,PHI,,53,4,0,6.5,126,0,1,0,3,0,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Samuel,00-0021956,no,PHI,,12,3,25,0,154,1,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Parker,00-0019986,no,PHI,,16,5,0,22.5,76,0,0,0,4,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Patterson,00-0023466,no,PHI,,50,1,0,7.0,134,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cole,00-0023579,no,PHI,DE,70,11,0,52.0,248,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.White,00-0021645,no,PHI,,16,0,1,0,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Brown,00-0021186,no,PHI,,36,3,12,1,184,0,0,0,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bunkley,00-0024229,no,PHI,NT,46,0,0,3,106,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Harris,00-0026920,no,PHI,,3,0,0,0,34,1,0,2,0,0,,,,,,,,,,121,145,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hanson,00-0021654,no,PHI,,30,1,5,0.5,129,0,1,0,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Palmer,00-0021429,no,CIN,QB,,,,,,15,11,31,11,-21,,,,,,,,,,,,,,,2772,1709,88,120,11,4,20040,,,,,,,,,,,,,,,,,,143,211,2,5,1,1,241
K.Huber,00-0027103,no,CIN,P,,,,,,0,2,2,2,-49,,,,,,,,,,,,,,,,,,,,,,3754,161,5192,468,20868,,,,,,,,,,,,,3,-1,0,0,0,0,-1
B.Scott,00-0026941,no,CIN,,,,,,,2,0,3,0,0,,,,,,,,,,559,758,0,74,1,1,0,0,0,0,0,0,,,,,,,,,,,142,0,31,0,0,0,175,259,485,38,4,0,0,1049
C.Ochocinco,00-0020397,no,CIN,,,,,,,2,1,2,1,6,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,901,76,154,14,2,0,2154,3,32,,0,0,0,32
B.Leonard,00-0025439,no,CIN,,1,0,0,0,1,1,1,1,1,0,,,,,,,,,,38,38,,2,0,,,,,,,,,,,,,,,,,,570,3,113,1,1,1,825,133,294,0,0,0,0,518
C.Benson,00-0023439,no,CIN,,0,0,0,0,1,7,4,14,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,7,74,1,0,0,468,966,783,94,20,1,1,3677
C.Henry,00-0023518,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,12,2,0,0,236,,,,,,,
D.Coats,00-0024607,no,CIN,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,16,0,0,0,150,,,,,,,
A.Caldwell,00-0026237,no,CIN,WR,,,,,,3,2,5,2,0,,,,,,,,,,458,565,0,52,0,,,,,,,,,,,,,0,0,0,1,0,712,107,137,9,1,0,1366,6,45,0,0,0,0,41
J.Foschi,00-0022484,no,CIN,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,27,2,0,0,260,,,,,,,
L.Coles,00-0018958,no,CIN,,,,,,,0,1,0,1,0,,,,,,,,,,14,14,,1,0,,,,,,,,,,,,,,,,,,287,,43,5,0,0,514,2,10,,0,0,0,10
S.Graham,00-0019536,no,CIN,,,,,,,,,,,,106,93,1863,279,175,2,173,2,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Cosby,00-0026716,no,CIN,,0,0,0,0,1,1,2,4,2,0,,,,,,,,,,320,409,0,39,0,,,,,,,,,,,,,333,523,0,102,0,47,0,6,0,0,0,71,1,-2,,0,0,0,-2
M.Johnson,00-0027044,no,CIN,DE,75,5,3,30.0,150,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dh.Jones,00-0019635,no,CIN,,75,2,0,4.5,163,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ndukwe,00-0025640,no,CIN,,42,0,3,3.0,100,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fanene,00-0023665,no,CIN,,26,0,1,11.5,34,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Crocker,00-0022167,no,CIN,,59,4,7,6.5,167,0,0,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,0,0,0,21
R.Jeanty,00-0023729,no,CIN,,2,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,no,CIN,DT,63,1,1,7.0,120,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Maualuga,00-0027014,no,CIN,MLB,203,5,5,3,281,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hall,00-0025405,no,CIN,CB,66,4,16,0,196,0,0,0,1,10,,,,,,,,,,52,52,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Geathers,00-0022867,no,CIN,,76,2,1,12.0,75,0,0,0,3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Joseph,00-0024239,no,CIN,CB,33,3,20,0,306,0,0,0,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Johnson,00-0022696,no,CIN,,18,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Odom,00-0022918,no,CIN,,2,0,0,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Johnson,00-0024356,no,CIN,,43,0,1,2.0,64,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Williams,00-0021143,no,CIN,,30,1,1,1,55,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Rivers,00-0026149,no,CIN,LB,83,0,1,3,158,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Orton,00-0023541,no,DEN,,,,,,,11,2,13,2,-3,,,,,,,,,,,,,,,1799,1108,42,71,5,2,12717,,,,,,,,,,,,,,,,,,73,176,1,1,0,0,204
K.Moreno,00-0026988,no,DEN,,,,,,,8,2,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,117,159,9,0,0,1414,878,852,74,27,2,0,3620
P.Hillis,00-0026367,no,DEN,,,,,,,10,4,15,4,0,,,,,,,,,,46,48,,6,0,3,1,0,0,0,0,13,,,,,,,,,,,482,30,120,2,0,0,871,628,658,102,18,0,0,2489
C.Buckhalter,00-0020270,no,DEN,,,,,,,3,1,4,1,0,,,,,,,,,,84,100,,8,0,,,,,,,,,,,,,,,,,,251,29,59,2,0,0,480,179,313,7,3,0,0,789
L.Jordan,00-0020462,no,DEN,,0,0,0,0,1,,,,,,,,,,,,,,,6,6,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,25,42,,0,0,0,86
E.Royal,00-0026182,no,DEN,WR,0,0,0,0,1,4,3,9,3,0,,,,,,,,,,305,410,0,35,1,,,,,,,,,,,,,548,772,85,99,2,1325,236,248,20,0,0,2778,23,160,0,0,0,0,167
J.Gaffney,00-0021163,no,DEN,,,,,,,1,0,2,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,1097,90,191,9,1,0,2622,,,,,,,
B.Marshall,00-0024334,no,DEN,WR,,,,,,3,3,6,4,8,,,,,,,,,,-8,-8,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,,2363,609,554,51,5,2,6947,10,45,0,0,0,0,40
D.Graham,00-0021154,no,DEN,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,4,48,2,0,0,462,,,,,,,
T.Scheffler,00-0024276,no,DEN,,0,0,1,0,0,1,0,2,1,0,,,,,,,,,,7,7,0,2,0,,,,,,,,,,,,,,,,,,1026,95,151,10,1,1,1727,1,5,0,0,0,0,5
B.Stokley,00-0015754,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,105,109,9,0,0,1347,,,,,,,
M.Prater,00-0023853,no,DEN,K,,,,,,0,1,0,1,0,159,137,2983,411,246,0,245,1,245,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
B.Kern,00-0025825,no,DEN,,,,,,,0,3,2,3,-30,,,,,,,,,,,,,,,,,,,,,,3841,173,5355,478,21507,,,,,,,,,,,,,4,21,0,0,0,0,21
M.Haggan,00-0022034,no,DEN,,32,6,1,7,140,0,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Bailey,00-0000585,no,DEN,,24,2,9,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Reid,00-0023199,no,DEN,,4,1,0,4.5,9,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0027013,no,DEN,,16,2,8,0,65,0,0,1,2,9,,,,,,,,,,55,59,,4,0,,,,,,,,,,,,,16,39,0,11,0,,,,,,,,,,,,,,
B.Dawkins,00-0004073,no,DEN,,45,4,3,5,188,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hill,00-0020301,no,DEN,,24,2,4,2,98,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,,,,,,
K.Peterson,00-0022002,no,DEN,,14,1,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Holliday,00-0007611,no,DEN,,32,2,0,7.5,60,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Davis,00-0021257,no,DEN,,55,1,1,3.5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Fields,00-0023571,no,DEN,,24,0,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0025508,no,DEN,,26,0,0,1,67,,,,,,,,,,,,,,,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Williams,00-0022780,no,DEN,,95,7,0,15.5,320,0,0,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McBean,00-0025519,no,DEN,,27,0,0,4,50,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Woodyard,00-0025828,no,DEN,ILB,163,4,7,10.5,276,0,0,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
