name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds 
A.Molden,00-0026219,no,HOU,,8,0,2,0,20,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Reed,00-0027755,no,BAL,,,,,,,2,0,3,0,0,,,,,,,,,,570,806,103,63,1,,,,,,,,,,,,,,,,,,37,0,6,0,0,0,68,2,31,0,0,0,0,31
E.Winston,00-0024281,no,HOU,T,,,,,,0,3,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Griffen,00-0027701,no,MIN,DE,33,2,1,30.0,91,0,0,0,2,14,,,,,,,,,,7,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McBride,00-0025608,no,ARI,CB,7,3,4,1,56,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
D.Watson,00-0027812,no,TB,LB,17,2,1,3,64,0,0,0,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Woods,00-0027723,no,TB,NT,29,0,0,3.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Pike (3rd QB),00-0027801,yes,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,0,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,
C.Whitehurst,00-0024296,no,SEA,QB,,,,,,1,5,7,5,-16,,,,,,,,,,,,,,,340,189,6,10,2,2,2131,,,,,,,,,,,10,0,0,0,0,0,10,51,98,1,1,0,0,138
A.McCoy,00-0027783,no,SEA,TE,,,,,,0,1,0,1,0,,,,,,,,,,3,3,0,1,0,,,,,,,,,,,,,,,,,,336,31,31,3,0,0,437,,,,,,,
E.Wilson,00-0027727,yes,SEA,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Rosenfels,00-0020480,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,-3
K.Clayton,00-0027721,no,PHI,,9,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Brown,00-0027362,no,IND,,4,0,0,0,12,,,,,,,,,,,,,,,41,44,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Tucker,00-0027429,no,KC,,,,,,,0,0,0,1,0,,,,,,,,,,53,57,0,4,0,,,,,,,,,,,,,,,,,,105,11,6,1,0,0,114,,,,,,,
B.McCann,00-0027421,no,DAL,,1,0,1,1,22,2,2,6,2,0,,,,,,,,,,382,500,0,39,0,,,,,,,,,,,,,155,176,97,13,1,,,,,,,,,,,,,,
S.Chandler,00-0025516,no,DAL,TE,,,,,,3,2,4,2,0,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,,,,,,1057,209,183,18,0,0,2121,,,,,,,
D.Stallworth,00-0021147,no,BAL,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,72,25,3,0,0,454,7,31,0,0,0,0,46
T.Clayton,00-0025573,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,3,15,14,0,0,0,0,29
B.James,00-0027470,no,IND,,,,,,,,,,,,,,,,,,,,,31,50,0,14,0,,,,,,,,,,,,,11,18,0,7,0,21,0,6,0,0,0,40,,,,,,,
M.Newton,00-0027471,yes,IND,,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathews,00-0027829,no,IND,DT,28,2,0,3.0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.McDonald,00-0026964,no,CIN,DT,52,0,2,11.0,98,0,1,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ghee,00-0027697,no,CIN,DB,3,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Vaughan,00-0026644,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2,0,0,0,7,11,16,2,1,0,0,32
A.Neblett,00-0027402,no,CAR,,12,0,0,3.0,28,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Rayner,00-0023635,no,DET,,,,,,,,,,,,31,23,565,69,29,0,29,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Ball,00-0026432,no,DEN,,,,,,,3,2,4,3,0,,,,,,,,,,42,42,0,4,0,,,,,,,,,,,,,,,,,,166,23,26,2,0,0,225,179,335,33,2,0,0,718
K.McCarthy,00-0027286,yes,DEN,,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Calhoun,00-0027261,no,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,4,,,,,,,
J.Clark,00-0025714,no,DAL,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Snyder,00-0023529,yes,SF,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Young,00-0026852,no,WAS,FB,,,,,,0,2,0,3,0,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,350,101,39,6,0,0,402,45,135,12,7,0,0,175
N.Cole,00-0024156,no,PHI,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Anderson,00-0026578,no,PHI,FS,5,0,1,0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Moore,00-0027356,no,MIA,WR,,,,,,0,0,0,1,0,,,,,,,,,,243,252,0,14,0,,,,,,,,,,,,,,,,,,231,86,19,2,0,0,306,3,34,0,0,0,0,34
R.Incognito,00-0023516,no,MIA,C,,,,,,0,3,2,3,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wright,00-0027680,no,CHI,SS,76,2,9,0,222,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Birk,00-0001263,no,BAL,,0,0,0,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Turner,00-0027059,no,NYJ,,,,,,,,,,,,,,,,,,,,,-1,-1,0,1,0,,,,,,,,,,,,,,,,,,111,10,10,1,0,0,122,,,,,,,
W.Hunter,00-0022000,yes,NYJ,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sharpton,00-0027703,no,HOU,LB,56,1,1,1,102,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Palmer,00-0025592,yes,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,0,25,,,,,,,,,,,,,,,,,,1,-1,0,0,0,0,-1
A.Pettrey,00-0027405,no,CIN,,,,,,,,,,,,4,2,47,6,5,0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Caulcrick,00-0026012,no,BUF,,,,,,,,,,,,,,,,,,,,,14,17,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,2
T.Goethel,00-0027788,no,OAK,,0,0,0,0,5,0,0,2,0,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Smith,00-0027775,no,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,45,23,4,0,0,0,234,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0026855,no,ATL,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,169,15,3,0,0,232,29,216,174,4,0,0,286
T.Wragge,00-0021064,yes,SF,,,,,,,0,0,1,0,-8,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harbor,00-0027725,no,PHI,TE,,,,,,2,1,3,1,0,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,,,,,,660,85,97,7,0,0,1003,,,,,,,
C.Brinkley,00-0026745,no,SD,,,,,,,0,1,1,1,0,,,,,,,,,,123,126,0,7,0,,,,,,,,,,,,,,,,,,66,0,19,0,1,1,118,71,79,2,1,0,0,227
N.Hardwick,00-0022804,yes,SD,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Alexander,00-0027276,no,DEN,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Love,00-0027236,no,NE,DT,32,0,0,5.5,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Madison,00-0024095,no,PIT,,4,0,1,1,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Mitchell,00-0027776,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,3,0,0,0,31,1,9,0,0,0,0,9
T.Brown,00-0026001,no,CLE,,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bates,00-0026868,no,KC,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Long,00-0025820,no,MIA,,,,,,,0,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Te'o-Nesheim,00-0027689,no,PHI,,21,0,0,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Webb,00-0027796,no,MIN,,,,,,,1,0,2,0,0,,,,,,,,,,92,92,0,4,0,152,88,5,3,0,0,856,,,,,,,,,,,55,0,7,0,0,0,67,41,151,96,4,0,0,273
J.Amaya,00-0027355,no,MIA,,3,0,0,0,3,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
L.Paulsen,00-0027215,no,WAS,TE,,,,,,3,2,3,2,0,,,,,,,,,,17,17,0,3,0,,,,,,,,,,,,,,,,,,484,61,79,6,0,0,801,,,,,,,
S.Heyer,00-0024583,no,WAS,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Austin,00-0027813,no,WAS,,,,,,,1,0,1,0,0,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,,,,,,132,0,15,0,0,0,184,,,,,,,
R.Wilson,00-0023652,no,CHI,,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Starks,00-0027791,no,GB,RB,,,,,,1,0,4,0,0,,,,,,,,,,12,17,0,2,0,,,,,,,,,,,,,,,,,,314,11,63,1,0,0,491,409,672,144,7,0,0,1762
C.Stitser,00-0027191,no,CIN,,,,,,,,,,,,8,7,86,21,10,0,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Miller,00-0027423,no,DAL,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Holley,00-0024609,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,2,0,137,0,7,0,0,0,169,,,,,,,
J.Skelton,00-0027754,no,ARI,,,,,,,4,5,11,5,-25,,,,,,,,,,,,,,,602,320,25,15,0,0,3707,,,,,,,,,,,,,,,,,,42,109,0,0,1,0,182
R.Maui'a,00-0025568,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,4,0,0,0,39,,,,,,,
R.McClain,00-0027840,no,CAR,DB,29,2,3,2,153,0,1,1,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,96,140,0,19,0,,,,,,,,,,,,,,
T.Smith,00-0026032,no,IND,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Moore,00-0023619,no,NE,,5,2,0,2,9,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bryant,00-0023611,no,WAS,,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Miller,00-0027562,yes,DET,,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Kristick,00-0027377,no,SF,,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gibson,00-0026324,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,0,1,0,0,0,-2,,,,,,,
B.Moore,00-0020969,no,NYJ,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Schofield,00-0027730,no,ARI,DE,16,2,0,15,73,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Palko,00-0024812,no,KC,,,,,,,1,0,1,0,-1,,,,,,,,,,,,,,,141,85,7,2,0,0,837,,,,,,,,,,,,,,,,,,7,20,0,0,0,0,20
L.Booker,00-0025458,no,MIN,,,,,,,3,0,4,0,0,,,,,,,,,,305,441,0,36,0,,,,,,,,,,,,,,,,,,77,0,13,0,0,0,114,13,50,0,0,0,0,52
D.Beckwith,00-0026744,yes,SD,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bell,00-0022875,yes,STL,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Roosevelt,00-0027220,no,BUF,,,,,,,,,,,,,,,,,,,,,15,16,0,2,0,,,,,,,,,,,,,,,,,,284,60,25,1,0,0,396,1,3,0,0,0,0,3
J.Simpson,00-0026186,no,CIN,WR,,,,,,3,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,143,144,8,1,0,2002,1,2,0,0,0,0,2
R.Muckelroy,00-0027731,yes,CIN,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Rhodes,00-0019863,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,60,68,0,12,0,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,4,37,41,0,0,0,0,172
M.Hamlin,00-0027116,no,JAC,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Sheppard,00-0027571,no,TEN,,2,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Smith,00-0022131,no,HOU,,,,,,,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Williams,00-0027087,yes,DAL,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Riley,00-0027704,no,WAS,ILB,163,2,1,9.5,234,0,0,0,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Adams,00-0000045,yes,PIT,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Robinson,00-0026522,no,DEN,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.DeGeare,00-0027760,yes,MIN,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Frampton,00-0025552,no,MIN,,9,0,0,0,13,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McGee,00-0027071,no,DAL,,,,,,,0,1,1,1,-4,,,,,,,,,,,,,,,82,46,0,3,0,0,420,,,,,,,,,,,,,,,,,,17,37,0,0,0,0,102
M.Dixon,00-0026043,no,NYJ,,6,1,0,2.5,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Purdum,00-0026493,no,NYJ,LS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Ivey,00-0027360,yes,CLE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Curran,00-0027698,no,TEN,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Briscoe,00-0027789,no,TB,,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,299,69,43,7,0,0,502,1,1,0,0,0,0,1
L.Asante,00-0027759,no,TB,DB,6,2,1,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Shuler,00-0027809,yes,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,2,0,0,0,44,,,,,,,
P.McQuistan,00-0024425,yes,MIA,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bolen,00-0026607,no,JAC,,,,,,,,,,,,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,21,0,3,0,0,0,21,2,14,0,0,0,0,14
E.Monroe,00-0026984,yes,JAC,T,,,,,,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harris,00-0025457,no,DEN,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Peerman,00-0026932,no,CIN,RB,,,,,,0,2,1,2,0,,,,,,,,,,113,113,0,7,0,,,,,,,,,,,,,,,,,,58,0,13,0,0,0,123,64,213,5,1,0,0,334
D.Skuta,00-0026725,no,CIN,LB,33,4,0,6.5,57,0,0,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Price,00-0027693,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,5,0,0,0,80,,,,,,,
J.Cumberland,00-0027321,no,NYJ,TE,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,173,81,10,0,0,1042,,,,,,,
J.Mauga,00-0027170,no,NYJ,,33,0,1,0.5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Cook,00-0026648,yes,NYJ,,0,1,0,0,1,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Brown,00-0027804,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,
P.Hubbard,00-0026331,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,8,,,,,,,
E.Wood,00-0027004,no,BUF,C,,,,,,0,2,1,2,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Coffman,00-0027069,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4,10,1,0,0,105,,,,,,,
J.Dwyer,00-0027786,no,PIT,,,,,,,2,0,2,0,0,,,,,,,,,,71,75,0,4,0,,,,,,,,,,,,,,,,,,162,0,29,0,0,0,184,246,441,18,3,2,0,1022
K.Lewis,00-0026903,no,PIT,CB,33,1,7,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Sylvester,00-0027765,no,PIT,,2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Hughes,00-0026914,no,PHI,,2,0,0,0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Adams,00-0025889,yes,PHI,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0027149,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,0,0,0,6,,,,,,,
M.Rucker,00-0026251,no,DAL,,,,,,,,,,,,,,,,,,,,,16,16,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Scott,00-0022858,no,WAS,,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Coe,00-0025560,no,NYG,,3,0,0,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Clabo,00-0022245,yes,ATL,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Irvin,00-0027065,no,CAR,,5,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Arrington,00-0026377,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,9,0,0,0,110,,,,,,,
J.Galette,00-0027551,no,NO,OLB,35,5,0,31.5,87,0,0,0,2,13,,,,,,,,,,2,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Lorig,00-0027844,no,TB,FB,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,,,,,195,5,39,2,0,0,220,3,5,0,0,0,0,4
T.McKenzie,00-0027068,no,TB,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dielman,00-0021546,no,SD,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Lang,00-0027598,no,SD,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brock,00-0027375,no,SF,CB,2,0,8,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bartel,00-0025749,no,ARI,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,26,2,1,0,0,236,,,,,,,,,,,,,,,,,,1,9,0,0,0,0,9
R.Cobb,00-0028002,no,GB,WR,,,,,,6,4,10,4,0,,,,,,,,,,752,945,0,74,1,1,0,0,0,0,0,0,,,,,,330,587,155,74,2,1274,411,231,26,1,1,3081,29,222,0,0,0,0,258
M.Ingram,00-0027966,no,NO,RB,,,,,,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,61,0,0,0,386,591,720,173,20,0,0,2450
J.Collins,00-0026072,no,NO,,,,,,,1,2,1,2,0,,,,,,,,,,7,7,0,2,0,,,,,,,,,,,,,,,,,,182,11,44,5,0,0,213,27,53,3,3,0,0,68
C.Jordan,00-0027962,no,NO,DE,76,4,1,28.0,118,0,0,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McPhee,00-0028103,no,BAL,DE,29,3,0,17.5,69,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Heyward,00-0027969,no,PIT,DE,54,1,0,15.0,91,0,0,0,1,8,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hardesty,00-0027666,no,CLE,,1,0,0,0,1,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,16,0,0,0,138,153,184,1,1,0,0,537
J.Norwood,00-0026739,no,CLE,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,0,4,0,237,24,41,1,0,0,444,1,1,0,0,0,0,1
G.Little,00-0027997,no,CLE,,,,,,,,,,,,,,,,,,,,,91,95,0,7,0,,,,,,,,,,,,,,,,,,949,136,161,8,0,0,1890,5,30,0,0,0,0,30
R.McGee,00-0025819,yes,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,48,8,288,,,,,,,,,,,,,,,,,,,
P.Taylor,00-0027959,no,CLE,DE,40,1,0,7,69,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sheard,00-0027975,no,CLE,DE,69,7,0,23.5,121,0,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,11,1,15,1,-19,,,,,,,,,,,,,,,2148,1327,66,101,3,1,15030,,,,,,,,,,,18,18,1,1,0,0,18,209,399,57,11,0,0,625
A.Green,00-0027942,no,CIN,WR,,,,,,3,2,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,985,334,35,0,0,4937,11,89,0,0,0,0,93
A.Smith,00-0026982,no,CIN,T,,,,,,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Tate,00-0027890,no,HOU,,,,,,,6,1,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0,67,0,0,0,347,541,746,90,14,0,0,2361
